"SeriousDlqin2yrs","RevolvingUtilizationOfUnsecuredLines","age","NumberOfTime30.59DaysPastDueNotWorse","DebtRatio","MonthlyIncome","NumberOfOpenCreditLinesAndLoans","NumberOfTimes90DaysLate","NumberRealEstateLoansOrLines","NumberOfTime60.89DaysPastDueNotWorse","NumberOfDependents"
"0",0.974309124,42,0,0.125281835,10200,6,0,0,0,0
"0",0,33,0,0.572345204,6233,12,0,2,0,2
"1",0.073525062,45,0,0.485348803,13445,8,0,4,0,1
"0",0.710430633,27,0,0.354616048,5794,8,0,1,0,0
"0",0.91674241,26,0,1.599500416,1200,8,0,1,0,2
"0",0.035608754,48,0,0.227590803,3000,11,0,1,0,0
"0",0.946201196,53,0,0.877947869,4833,13,0,1,0,1
"0",0.001034411,66,0,0,0,1,0,0,0,0
"0",0.874348839,50,0,0.340273363,6291,11,0,1,0,1
"0",0.231498367,42,0,0.171482852,10000,9,0,2,0,3
"0",0.045056842,46,0,0.245570952,5700,6,0,1,0,0
"0",0.020643368,61,0,0.003322872,5416,4,0,0,0,1
"0",0.954556565,63,0,0.419151911,8583,9,0,1,0,0
"0",0.9999999,48,0,0.063387323,5000,1,3,0,0,0
"0",0.750732992,32,0,0.382004185,4300,8,0,0,0,2
"0",0.614441453,42,0,0.171561051,10998,7,0,1,0,0
"0",0.030456105,89,0,0.0059042,10500,7,0,0,0,0
"0",0.002202546,37,0,0.491672219,1500,7,0,0,0,2
"0",0.161191594,41,0,0.35877262,5083,7,0,1,0,2
"0",1.043091214,60,0,0.787513116,3811,14,0,0,0,0
"0",0.968433081,33,0,0.196056651,3600,7,0,0,0,0
"0",0.173767724,62,0,0.4619868,11666,21,0,3,0,1
"0",0.268752732,43,0,0.32790224,5400,7,0,1,0,0
"0",0.12041137,47,0,0.054630247,1500,6,0,0,0,3
"0",0.436703526,76,2,1.704834606,2750,10,0,2,0,0
"0",0.039089793,63,1,0.171855947,12300,19,0,2,0,2
"0",0.013056972,75,0,0.735057596,4600,12,0,2,0,0
"0",0.013570687,89,0,0.005997601,2500,5,0,0,0,0
"0",0.249783067,31,0,0.537154282,3000,10,0,1,0,0
"0",0.311075476,37,0,0.27150926,7612,4,0,1,0,0
"0",0.535452914,52,0,0.726080072,4420,6,0,1,0,0
"0",0.002119915,83,0,0.000275406,3630,1,0,0,0,0
"0",0.9999999,23,1,0.028017241,1855,2,0,0,0,0
"0",0.865930726,41,0,0.338357428,3250,6,0,0,0,0
"0",0.251517672,49,1,1.657791944,32000,12,0,0,0,5
"0",0.782298154,48,0,0.256842895,8000,7,0,1,0,4
"0",0.9299081,67,0,1.043668122,2289,9,0,2,0,0
"0",0.280717982,65,0,0.270409921,8708,8,0,1,0,1
"0",0.809256812,40,0,0.106794589,6357,2,0,0,0,0
"0",1.060091253,36,0,0.601358149,3975,10,0,2,0,1
"0",0.20651541,65,0,0.881589198,3850,23,0,2,1,2
"0",0.081169205,48,0,1.470764618,2000,19,0,2,0,1
"0",0.83963248,67,1,0.519081819,7100,14,0,1,0,0
"0",0.000622394,51,0,0.284290198,5416,7,0,2,0,2
"0",0.013256764,60,0,1933,0,12,0,2,0,0
"0",0.449161533,44,0,0.520373302,12000,10,0,5,0,2
"0",0.115736454,47,0,0.083916084,2573,9,0,0,0,0
"0",0.359477533,37,0,0.44951712,6833,5,0,2,0,2
"1",1.074641786,29,2,0.122696289,3960,8,0,0,1,0
"0",0.944159961,26,0,0.317719841,2262,5,0,0,0,1
"0",0.735263237,31,0,0.283105023,3065,5,0,1,0,1
"0",0.988543014,57,0,0.377688341,7950,10,0,0,0,1
"0",0.002190372,55,1,0.948480165,1940,8,0,1,0,2
"0",0.252678147,59,1,0.027717783,8333,10,0,0,0,0
"0",0.022627278,94,0,0.024122807,455,2,0,0,0,0
"0",0.100379937,48,0,0.319912733,10083,7,0,3,0,0
"0",0.054198134,23,0,0.009966777,300,3,0,0,0,0
"0",0.026946801,45,0,0.298219137,6625,5,0,1,0,2
"0",0.477954981,44,0,1.368704344,2600,13,0,3,0,0
"0",0.145173873,73,0,0.276208944,8250,5,0,2,0,1
"0",0.054589082,31,0,150,0,3,0,0,0,0
"0",0.167708073,33,0,0.132858837,5900,5,0,0,0,0
"0",0.412391739,36,0,0.24695061,5000,5,0,1,0,2
"0",0.313481409,53,0,0.476540188,2450,13,0,1,0,1
"1",0.731926807,31,2,0.222364422,6250,4,4,0,1,0
"0",0.086228095,47,0,0.306948842,6000,12,0,2,0,4
"0",0.118576587,43,1,0.326304753,8583,10,1,1,0,1
"1",0.922538497,54,0,0.643114251,7500,6,0,2,1,0
"0",0.09960653,60,0,0.204233465,20833,5,0,2,0,0
"0",0.170262717,36,0,0.337121212,5543,7,0,1,0,2
"0",0.586359331,38,0,0.301635373,1650,6,0,0,0,1
"0",0.009677823,86,0,0.056446574,4800,9,0,0,0,1
"0",0.009998,57,1,0.791618608,2600,7,0,3,0,0
"0",0.613135631,46,1,0.659292588,8000,17,0,2,0,4
"0",0.012651624,65,0,3.46506986,500,3,0,1,0,0
"0",0.647041221,61,2,0.108861392,8000,8,0,0,0,0
"0",0.010443063,58,0,0.07710535,21100,11,0,1,0,0
"0",0.0447359,61,0,0.057328237,11250,4,0,0,0,2
"0",0.9999999,29,0,0.01799775,2666,0,0,0,0,0
"0",0.132362255,82,0,4123,0,14,0,2,0,0
"0",0.067768876,57,0,0.21634169,14000,12,0,2,0,2
"0",0,37,0,1894,0,5,0,2,0,2
"0",0.073955287,35,0,0.042374226,6300,6,0,0,0,3
"1",0.9999999,61,0,0.128990648,3100,2,1,0,1,0
"0",0.23596013,50,0,0.345815662,9666,7,0,2,0,2
"0",0.187400467,70,0,0.030193961,5000,5,0,0,0,0
"0",0.026819923,59,0,0.655441679,2048,10,0,0,0,0
"0",0.58657142,76,0,0.585473117,7048,21,0,2,0,1
"0",0.051641628,70,0,0.419930992,4926,10,0,1,0,0
"0",0.9999999,24,0,0.008526188,820,1,1,0,0,0
"0",0.932472196,40,0,0.46149169,4933,11,0,1,0,2
"0",0.254453031,54,1,0.154181818,2749,9,0,0,0,1
"0",0.099312348,40,0,0.822947663,11425,9,0,6,0,0
"0",1.014855021,42,2,0.782304424,4000,9,0,2,0,2
"0",0.035232543,67,0,2.575083426,898,7,0,1,0,0
"1",0,28,0,0.008972268,2451,1,0,0,0,0
"0",0,72,0,0.383076282,4797,7,0,2,0,0
"0",0.009317088,57,0,0.004497751,2000,6,0,0,0,0
"0",0.092963568,51,0,0.00789177,11530,4,0,0,0,3
"0",0.061301993,52,0,0.298791946,3724,11,0,1,0,0
"1",0.572814074,59,3,0.345329906,3500,12,0,0,0,0
"0",0.162763072,57,1,0.197332818,5173,11,0,1,0,1
"0",0.754470477,55,0,0.785602153,4458,9,0,2,0,0
"0",0.093863538,28,0,0.274435442,5800,6,0,0,0,2
"0",0.392114532,39,0,0.05294635,5684,4,0,0,0,1
"0",0.050405541,57,0,0.473060544,5400,11,0,1,0,1
"0",0.638272346,71,0,0.147123088,2745,2,0,0,0,0
"0",0.019631208,75,0,0.290709633,2916,6,0,1,0,0
"0",0.764758966,64,0,0.522075245,11641,16,0,1,0,0
"0",0.015122331,68,0,0.729296359,5300,12,0,2,0,0
"0",0.112611282,43,0,0.522695461,5000,4,0,2,0,2
"0",0.000153838,48,2,0.094181164,5000,7,0,0,0,3
"0",0.262403669,46,0,0.649484536,3200,13,0,1,0,2
"0",0.550655229,46,0,0.043562978,7184,2,0,0,0,2
"0",0,54,1,0.336820875,7932,13,1,1,0,0
"0",0.790419162,21,0,11,0,2,0,0,0,0
"0",0.066720765,87,0,0.299863698,2200,18,0,1,0,0
"0",0.343013568,30,0,0.118300472,3600,4,0,0,0,0
"0",0.00869338,43,0,0.556285775,4716,8,0,1,0,0
"0",0.911196911,32,0,0.441860465,2880,6,0,1,0,2
"0",0.519399138,36,2,0.276077452,1600,3,2,0,0,0
"0",0.294327294,66,0,0.399303357,12631,7,0,3,0,0
"0",0.938865876,48,0,0.611371446,3200,9,0,1,1,1
"0",0.325754535,51,3,0.21667564,13000,16,0,1,0,0
"0",0.162917525,49,0,0.09321733,5631,19,0,0,0,0
"0",0.9999999,54,0,0.247660187,4166,7,0,1,0,1
"0",0.019477487,47,0,0.00499875,4000,4,0,0,0,0
"0",0.930871275,59,0,0.393867575,6750,5,0,1,0,0
"0",0.05103721,53,0,0.220477646,12100,20,0,2,0,2
"0",0,25,0,0.633373934,820,4,0,0,0,0
"0",5091,41,0,0.017076733,8900,2,0,0,0,2
"0",0.138068963,49,0,0.184686605,16416,7,0,2,0,2
"0",0.005643639,65,0,0.56692763,5236,10,0,2,0,1
"0",0.343656344,25,0,10,0,1,0,0,0,0
"0",0.660506889,64,0,1.32175968,5500,24,0,1,0,1
"0",0.022746003,62,0,0.004204625,2853,3,0,0,0,1
"0",0.166793328,66,0,0.377670015,8660,6,0,2,0,1
"0",0.029105964,78,0,0.05661821,3920,10,0,0,0,0
"0",1.080975364,63,1,6.29379562,2739,9,0,3,1,0
"0",0.011259051,75,0,18,0,8,0,0,0,0
"1",0.517572518,53,1,0.304592315,3200,11,0,0,0,1
"0",0.04518742,63,0,0.058631034,7333,23,0,2,0,0
"0",0.012499534,41,0,0.371295966,2800,7,0,0,1,2
"0",0.092219295,74,0,0.009046757,10500,9,0,0,0,0
"0",0.746684258,37,0,0.343079922,4616,13,0,0,0,2
"0",0.976354547,46,0,0.333139196,5150,10,0,1,0,4
"0",0.660261337,28,0,0.157127622,5625,6,0,0,0,0
"0",0.171707073,26,0,0.002651101,43000,6,0,0,0,0
"0",0.511231428,49,0,0.446506203,9430,10,0,2,0,2
"0",0.02811245,56,0,0.024779504,16666,4,0,0,0,3
"0",0,57,0,0.060046189,3463,4,0,0,0,0
"0",0.056776516,42,0,0.71002805,2851,9,0,1,0,0
"0",0.298278133,31,1,0.493576017,6537,8,0,2,0,1
"0",0.240612923,53,1,0.669191919,2771,11,0,1,0,0
"1",0.239849079,41,1,0.860609293,15000,23,0,12,0,3
"0",0.029291857,65,0,0.145895828,11000,11,0,1,0,0
"0",1.094905095,26,1,0.027801911,1150,1,0,0,0,0
"0",0.002266516,36,0,0.142774096,8600,3,0,1,0,0
"0",0.63234695,59,0,0.694501617,3400,9,0,1,0,0
"0",0.008545066,33,0,0.224588039,5400,2,0,1,0,0
"0",0.616625558,48,2,0.647070586,5000,22,0,2,0,3
"0",0.926147705,35,0,0.009594096,1354,1,2,0,0,0
"0",0.006705751,69,0,0.166483063,7261,5,0,2,0,0
"0",0.85915536,37,0,0.920012306,6500,17,0,1,0,2
"0",0.298189556,49,0,0.136580201,17000,19,0,0,0,1
"0",1.126873127,30,0,0.013301088,2480,1,0,0,0,0
"0",0.9999999,43,0,0,1666,3,0,0,0,0
"0",0.969612155,53,3,0.15331204,7200,4,0,1,2,1
"0",0.770879037,41,1,0.552286423,8462,12,0,2,0,3
"0",0.35043725,61,0,0.427731216,6800,9,0,1,0,0
"0",0.055445833,86,3,0.026330408,9000,8,0,0,0,0
"1",0.002649516,35,0,0.697808535,2600,8,0,1,0,0
"0",0.937876941,36,1,0.457056308,11223,6,1,2,0,0
"0",0.326169825,49,0,0.507285666,2950,12,1,1,0,0
"0",0.099717762,46,1,0.390534399,6380,19,0,1,0,0
"0",0.170330025,37,0,0.172934024,4440,8,0,0,0,2
"0",0.15980098,45,0,0.144466917,3460,6,0,0,0,2
"1",0.002992763,39,0,0.470272278,35000,16,0,5,0,1
"0",0,77,1,0.04526749,2186,4,0,0,0,0
"0",0.357221725,38,0,0.613483788,7000,7,0,1,0,3
"0",0.669055869,51,0,0.792974299,7742,12,0,4,0,1
"0",0.181903413,54,0,0.231307827,3998,7,0,0,0,2
"0",0.034651976,81,0,0.005865885,7500,7,0,0,0,0
"0",0.19886914,32,0,0.497685614,5400,7,0,1,0,0
"0",0.67637186,37,0,0.865282215,5633,17,0,2,0,0
"0",0.076502732,48,0,0.116223484,3346,4,0,0,0,0
"0",0.939060939,22,0,0.017489069,1600,1,0,0,0,1
"0",0.216271744,66,0,0.199710913,4150,2,1,0,1,0
"0",0.161322702,59,0,0.217043532,6500,4,0,1,0,3
"0",0.006887638,50,0,0.272545472,10500,9,0,1,0,2
"0",0.052785016,40,0,0.524595687,5935,11,0,3,0,2
"0",0,55,1,0.186656267,33333,10,0,3,0,0
"0",0.725224988,44,1,0.141359812,7250,4,0,0,0,1
"0",0.934703348,35,0,0.311672082,4000,7,0,0,0,3
"0",0,54,0,0.4540625,6399,15,0,1,0,2
"0",0.022165928,79,0,0.0044748,4245,4,0,0,1,1
"0",0.122219445,33,0,0.009992862,1400,3,0,0,0,0
"0",0.797747015,73,0,1.015475313,2713,14,0,1,0,0
"0",0.14185721,55,0,0.289986283,3644,10,0,0,0,1
"0",0.021409519,39,0,0.299824407,6833,16,0,1,0,0
"0",0.021779891,71,0,0.217524766,7166,7,0,1,0,0
"0",0.06741894,47,0,1.246753247,1616,10,0,1,0,1
"0",0.587421472,53,0,0.293106193,6280,7,0,3,0,0
"0",0.001240382,49,0,0.50212138,5420,11,0,1,0,2
"0",0,39,0,0.226823529,4249,8,0,2,0,2
"0",0.495371117,36,0,0.449110178,5000,7,0,2,0,0
"0",0.754693977,63,1,0.376875229,2732,3,0,1,0,0
"0",0.207077953,52,0,0.381985536,6083,6,0,1,0,2
"0",0,59,0,0.152975048,5209,5,0,0,0,0
"0",0.034684597,72,0,0.268743914,4107,9,0,1,0,0
"0",0,34,0,1.641913602,2800,7,0,2,0,0
"0",0.050789842,30,0,0.315171207,4000,4,0,1,0,1
"0",0.025199542,74,0,0.032773781,1250,10,0,0,0,0
"0",0.617672488,44,1,0.14130275,6800,8,0,0,0,2
"0",0.95015768,41,0,0.123410941,7000,5,0,0,0,0
"0",0.640781235,27,0,0.145301044,4500,8,0,0,0,0
"0",0.059133676,34,0,0.004373668,8916,2,0,0,0,0
"0",0.200678446,62,0,0.362071792,6100,9,0,3,0,0
"0",0.606025418,39,3,0.375647341,7916,10,0,2,0,2
"0",0.543675016,32,0,0.079793617,8333,6,0,0,0,1
"0",0.530161388,33,0,0.476556495,1300,9,0,1,0,0
"0",0,52,0,1.048374613,2583,14,0,1,0,0
"0",0.081735458,46,0,0.601679664,5000,16,0,2,0,2
"0",0.049041897,73,0,0.159297934,4500,10,0,0,0,1
"0",0.009567931,44,1,0.288263344,6500,8,0,2,0,2
"0",0.075092491,30,0,0.003666056,6000,3,0,0,0,0
"0",0.043950148,63,0,0.008099595,6666,7,0,0,0,0
"0",0.159561348,48,0,0.040845473,3500,2,0,0,0,0
"0",0.258537073,46,0,0.232472748,8714,5,0,1,0,3
"0",0.060460376,53,0,0.436570429,8000,6,0,1,0,1
"0",0.986957939,28,0,0.098515031,2760,2,0,0,0,0
"0",0.505449455,56,0,1.259370315,2000,3,0,2,0,0
"0",0,34,0,2.588555858,1100,6,0,1,0,1
"0",0.012172613,43,0,0.634273145,5000,11,0,3,0,0
"0",0.9999999,60,0,0,1100,0,0,0,0,0
"0",0.385179073,36,0,0.505884804,9600,9,0,5,0,2
"0",0.031296593,63,0,0.059917943,24616,16,0,0,0,0
"0",0.571214393,43,0,0.401554404,2701,3,0,1,0,0
"0",0.311954668,61,0,0.269281443,9866,12,0,2,0,2
"0",0.051849786,37,0,0.430446569,7008,12,0,2,0,1
"0",0.372556609,32,0,0.328736445,8483,15,0,3,0,2
"0",0.048636738,64,0,0.218956209,5000,17,0,1,0,0
"0",0.041867319,69,0,0.315209221,7981,11,0,1,0,0
"0",0.264580263,59,0,0.272789667,16026,15,0,2,0,0
"0",0.697358603,31,0,0.86115932,2880,8,0,1,0,0
"1",0.9999999,56,3,0.817197134,6000,5,1,2,0,1
"0",0.087092715,68,0,0.248569296,4018,7,0,1,0,0
"0",0.009570229,53,0,0.002117398,8500,9,0,0,0,0
"0",0.153983669,56,0,0.293055328,6090,10,0,1,0,0
"0",0,55,0,0.003758726,5586,4,0,0,0,0
"0",0,62,0,0.749204907,2200,14,0,1,0,0
"0",0.003277173,66,0,0.25539493,4772,5,0,1,0,1
"0",0.015636764,50,1,0.19220195,4000,8,0,0,0,1
"0",0.219630062,36,0,0.025316456,1500,2,0,0,0,0
"0",0.032038794,68,0,0.185777778,11249,6,0,2,0,0
"0",0.011359546,44,0,0.137641412,5833,4,0,0,0,1
"0",0.002277715,54,0,0.376871451,5810,8,0,1,0,2
"0",0.017428052,76,0,0.287639584,2596,10,0,1,0,0
"0",0.17408562,50,0,0.366580867,4661,12,0,2,0,0
"1",0.313589624,60,0,0.225265643,4234,18,0,0,0,0
"0",0.604348155,43,0,0.159668666,3500,7,0,0,0,0
"0",0.080564168,60,0,0.487288997,4916,15,0,2,0,0
"0",0.02053061,51,0,0.464574417,4205,12,0,1,0,0
"0",0,77,0,0,2000,1,0,0,0,0
"0",0.611297687,57,2,0.526354053,2750,6,0,2,1,0
"0",0.051585748,49,0,0.315668433,10000,12,0,2,0,2
"0",0.005852865,45,0,0.135733033,8000,11,0,1,0,0
"1",0.304599356,56,0,0.430165246,9500,16,0,1,0,1
"0",0.019720006,34,1,0.344351546,5142,6,0,2,0,0
"0",1.110386788,30,1,0.260290082,2550,5,0,0,1,0
"0",0.354464308,62,1,1.025324892,3000,18,0,2,0,1
"0",0.052147393,38,0,0.005165806,6000,3,0,0,0,0
"0",0.824338124,51,0,0.511072133,9121,16,0,2,0,0
"0",0.244790854,59,0,0.54118896,4709,10,0,1,0,0
"0",0.020843571,55,0,0.209953204,11111,21,0,2,0,2
"0",0.091116878,58,0,0.279923882,5254,7,0,2,0,1
"0",0.014792777,72,0,0.450803213,1991,9,0,2,1,1
"0",0.625473089,62,0,0.559650326,5833,5,0,1,0,0
"0",0.001002683,49,0,0.363946634,25783,9,0,3,0,2
"0",0.069437574,39,1,0.265864109,4900,17,0,1,0,1
"1",0.9999999,24,0,0,764,0,0,0,0,0
"0",0,33,0,0,1600,1,0,0,0,0
"0",0.063621799,65,0,0.096724912,10472,14,0,1,0,0
"0",0.896075646,47,4,0.231668104,12750,19,0,1,0,0
"0",0.136183867,66,0,0.017141009,3091,4,0,0,0,0
"0",0.406378833,58,0,0.478302111,21084,24,0,8,0,1
"0",0.038324224,39,0,0.183918259,2250,4,0,0,0,1
"0",0.042156174,40,0,0.209189541,20000,6,0,1,0,3
"0",0.402905917,66,1,0.922380336,1545,10,0,1,0,0
"0",0.105432723,61,0,0.284021251,7340,12,0,2,0,1
"0",0.092568773,34,0,0.313927044,10992,8,0,3,0,0
"0",0.481714656,28,0,0.55274121,6000,11,0,2,0,0
"0",0.101664301,81,0,0.177852768,8000,7,0,0,0,0
"0",1.026929743,30,0,0.318780203,6000,7,0,1,0,0
"0",0.064228029,70,0,0.233862204,4600,12,0,1,0,0
"0",0,41,0,0.142065995,13000,10,0,1,0,2
"0",0.032890111,37,0,0.144142643,6000,8,0,1,0,1
"0",0.037701948,44,0,0.058848736,7000,5,0,0,0,0
"0",0.058894111,72,0,0.004585919,3706,3,0,0,0,0
"0",0.119096312,47,2,0.49628119,8335,24,0,1,0,0
"0",0.12099395,64,0,0.310817726,9770,5,0,1,0,0
"0",0.16805774,43,0,0.313671582,4000,7,0,1,0,0
"0",0,67,1,0.5234375,9727,14,0,3,0,0
"0",0.294514511,51,0,0.147485251,10000,11,0,1,0,0
"0",0.00843739,60,0,0.307564996,14500,14,0,3,0,2
"0",0.905774905,29,0,0.580605397,7300,8,0,0,0,0
"0",0.852191662,68,0,1.104818853,8528,19,0,3,0,1
"0",0.554942194,47,0,0.875380426,6242,5,0,1,0,0
"0",0.325492652,57,0,0.82510259,7066,21,0,3,0,2
"0",0.04154673,39,0,0.544229515,4600,10,0,1,0,2
"0",0.9999999,51,0,0,3008,0,0,0,0,1
"0",0.018759882,30,0,0.105725365,8767,4,0,0,0,2
"0",1.007132668,27,0,0.404624277,864,5,0,0,0,0
"0",0.028114844,53,0,0.709596783,9200,12,0,3,0,3
"0",0.042166135,39,0,0.582931998,5190,6,0,2,0,2
"0",0.656705331,41,0,0.361514127,9166,8,0,2,0,2
"0",0.051165607,27,0,0.010906825,3208,3,0,0,0,0
"0",0.034914071,39,0,0.441706838,5600,5,0,2,0,1
"0",0.021046024,60,0,0.236430122,8750,15,0,1,0,1
"1",1.413173653,22,1,0.174377224,280,3,1,0,1,0
"0",0.31507397,32,0,0.030992252,4000,1,0,0,0,1
"0",0.03646391,40,0,0.011415715,12000,4,0,0,0,4
"0",0.9999999,22,0,0.017994002,3000,0,0,0,0,0
"1",0.100908656,41,0,0.448555144,10000,10,0,3,1,0
"0",0.775796867,26,0,1.788423154,500,12,1,0,0,1
"0",0.101054402,46,0,0.320375472,9800,14,0,1,0,0
"0",0.008424789,61,0,0.004345937,2300,5,0,0,0,0
"0",0.029439696,53,0,0.223368052,9696,10,0,1,0,1
"0",0.701691526,41,0,0.455708858,5000,9,0,0,0,3
"0",0.013959935,52,0,0.31327629,10868,13,0,3,0,2
"0",0.596179757,53,0,0.204965839,6000,4,0,0,0,2
"0",0.128435189,51,0,0.145795639,10500,6,0,1,0,0
"0",0.727369684,41,0,1.470529471,1000,8,0,1,0,0
"0",0.629874025,26,0,0.219096965,1350,3,0,0,0,0
"0",0.390425935,48,0,0.405709233,7916,13,0,2,0,0
"0",0,67,0,3.358302122,800,8,0,1,0,0
"0",0.004874656,54,1,2.906103286,851,21,0,3,0,0
"0",5.37e-05,41,0,0.108461814,5577,7,0,0,0,1
"0",0.375707992,53,0,0.636201516,2242,7,0,2,0,0
"0",0.176674972,58,1,0.210522268,13000,6,0,1,0,2
"1",0.759312034,63,1,0.244748611,7378,6,0,1,0,0
"0",0.095880097,55,0,0.269387092,6150,15,0,2,0,0
"0",0.040328093,78,0,0.843625056,2250,11,0,1,0,0
"0",0.647711295,38,0,0.464883779,4000,6,0,1,0,2
"0",0.057999009,64,0,0.019629395,83700,8,0,2,0,1
"0",0.05164025,54,0,0.031692466,13630,8,0,0,0,1
"0",0.158692065,42,0,0.015830695,6000,1,0,0,0,3
"1",0.958627823,53,1,0.501597444,1251,4,0,0,0,0
"0",0.271863817,47,0,0.072331667,3400,3,0,0,0,0
"0",0.480563923,39,1,0.155401,4600,9,0,0,0,1
"0",0.228244639,62,0,0.415033986,2500,12,0,0,0,0
"0",0.116776759,46,0,0.213675214,12518,15,0,1,0,4
"0",0.221164914,51,1,0.04860393,2900,6,0,0,0,0
"0",0.013666016,82,0,0.168567411,6400,6,0,2,0,1
"0",0.035934001,45,0,0.352005454,8800,9,0,2,0,0
"0",0.001675542,65,0,0.184845962,1200,14,0,0,0,1
"0",0.1591817,67,1,0.24915017,5000,8,0,1,0,0
"0",0.004185134,61,0,0.00166113,6019,6,0,0,0,0
"0",0.144285655,61,0,0.705419942,7250,11,0,3,0,0
"0",0.392419045,59,2,0.701660622,5238,8,0,2,0,1
"0",0.027031839,86,0,0.002475955,10500,8,0,0,0,0
"0",0.9999999,74,0,0.000333222,3000,4,0,0,0,0
"0",0.045626214,64,0,0.134213233,11667,8,0,1,0,3
"0",0.775872356,42,0,0.463056746,7700,8,0,2,0,1
"0",0.008006245,62,0,0.229882868,10500,14,0,2,0,2
"0",0.55536162,41,0,0.347946765,14050,8,0,3,0,0
"0",0.015582146,43,0,0.317485003,4500,14,0,1,0,0
"0",0.734149811,65,0,1.980261648,4356,21,0,5,0,0
"0",0.380213719,62,0,2944,0,13,0,2,0,0
"0",0.327479495,46,0,0.605499673,16800,26,0,6,0,1
"0",0.169287387,46,0,0.258103605,3300,6,0,1,0,2
"0",0.239906815,54,0,0.54038282,4283,7,0,1,0,0
"1",0.398446385,76,1,0.141287153,12010,12,0,2,0,0
"0",0.050893398,65,0,0.122822051,3500,14,0,0,0,0
"0",0,70,0,0.253990094,3633,12,0,1,0,0
"0",0.035269951,41,0,0.210996073,2800,6,0,0,0,0
"0",0.164949652,48,0,0.327570045,9600,9,0,2,0,1
"0",1.102372035,76,1,0.214110545,5300,6,0,2,0,2
"0",0.9999999,32,0,0,1800,1,0,0,0,2
"0",0.092472257,73,0,0.031593681,5000,6,0,0,0,0
"0",0.9999999,48,0,0.15547613,3916,4,0,0,0,2
"0",1.007098192,25,2,0.184407796,2000,6,0,0,1,0
"0",0.9999999,59,0,0.301039222,2982,4,0,0,0,0
"0",0.041396385,60,1,0.054371602,16000,8,0,1,0,1
"0",0.9999999,33,0,0.307074703,8593,4,0,1,0,0
"0",0.61878713,46,0,0.392737162,6250,5,0,2,0,1
"0",0.162547431,37,2,0.225918093,5200,7,0,2,1,0
"0",0.797285406,47,0,0.112492153,7964,3,0,0,0,0
"1",0.59304296,63,0,0.506606356,8400,12,1,2,0,0
"0",0.558620595,53,0,0.935884178,2900,8,0,1,0,0
"0",0.322330069,40,0,1.739977933,2718,12,0,2,0,1
"0",0.147235177,28,0,0.0010699,5607,3,0,0,0,0
"0",0.021356761,60,0,0.344487402,7500,10,0,1,0,1
"0",0.11543633,54,0,0.263571991,8896,13,0,1,0,0
"0",0.376322876,58,0,0.483471394,12916,13,0,3,0,2
"0",1.122040876,42,0,0.561304837,8000,9,0,2,0,2
"0",0.038576181,67,0,0.014044275,4200,3,0,0,0,0
"0",0.190462864,40,0,1.009461175,8666,16,0,5,0,2
"0",0.220319872,32,0,0.163582531,1350,5,0,0,0,0
"0",0,54,1,0.141968451,4500,6,0,0,0,0
"0",0.130528404,46,1,0.204672993,9800,18,0,1,0,1
"0",0.064997833,57,0,0.357199472,3784,7,0,1,0,1
"0",0.430599451,56,0,0.729476818,2350,9,0,1,3,0
"0",0.9999999,22,0,0.312410842,700,1,0,0,0,0
"0",1.056224717,59,0,0.187962876,10666,6,0,0,0,0
"0",0.826574825,65,0,0.729480737,3581,5,0,2,0,0
"0",0.9999999,42,0,914,0,3,0,1,0,1
"0",0.141224645,27,0,0.092726818,4000,4,0,0,0,1
"0",0.387184862,64,0,0.302843016,11325,14,0,1,0,1
"0",0.013452457,66,0,0.19567317,5176,17,0,1,0,0
"0",0.254617494,59,0,0.291382602,7333,15,0,2,0,1
"0",0.930589466,60,9,0.801299675,4000,15,1,1,1,3
"0",0.272192828,23,0,0.012987013,1000,2,0,0,0,0
"0",0.073186501,36,0,0.493253373,2000,5,0,1,0,0
"0",0.002017355,63,0,0.943432407,7300,27,0,5,0,0
"0",1.321484307,26,0,0.211610207,6700,10,0,0,0,2
"0",0.279840571,44,0,0.453295278,3853,10,0,1,0,0
"0",0.03742409,88,0,0.024174053,2481,10,0,0,0,0
"0",0.130652158,27,0,0.540394488,3700,10,0,1,0,0
"0",0.033024214,52,1,0.364521917,3900,10,0,1,0,0
"0",0.190591881,58,0,0.289176866,12500,4,1,1,0,0
"0",0.004969985,59,0,0.246900413,7500,7,0,1,0,0
"0",0.049263221,43,0,0.356818975,8600,9,0,2,0,0
"0",0.000683171,72,0,0.573020664,8613,15,0,4,0,0
"0",0.9999999,33,0,0.139235987,2800,4,0,0,0,0
"0",0.045710241,52,0,0.339969646,11200,23,0,2,0,1
"1",0.980772189,43,3,0.69259767,5835,9,1,2,1,0
"1",0.522799317,46,4,0.182233648,3500,5,0,0,1,2
"0",0.012093111,57,0,0.722441463,3800,20,0,2,0,0
"0",0.058529431,30,0,0.256794752,3200,6,0,0,0,0
"0",0.182698549,41,0,0.067769492,35000,11,0,0,0,2
"0",0.006397441,24,0,0,416,2,0,0,0,0
"0",0.026770435,63,0,0.37350506,25000,15,0,2,0,3
"0",0.009119818,54,0,0.30983627,8000,5,0,1,0,1
"0",0.188964668,56,0,0.171957011,4000,6,0,0,0,2
"0",0.007658316,72,0,0.228040943,4200,12,0,1,0,0
"0",0,27,0,2.007936508,251,3,0,0,0,1
"1",0.075351938,67,0,0.333730429,5875,7,0,1,0,0
